rating,title,text,asin,parent_asin,user_id,helpful_vote,verified_purchase
4,Cured agonizing lower back and leg pain,Bit sweet but not bad,B07SYNTL34,B078SBDGGB,995c4037,0,1
5,Best vitamins,Love the scent and very smooth,B07RH3T1CL,B01AS1FH4Y,ed462924,0,1
5,Great watch,Awesome product and phenomenal customer service,B07J1WGQPP,B00B7FQNH6,da43e046,0,1
5,Five Stars,Review update Ive been taking these for a couple weeks now and they just get worse and worse I now cant even take it without gagging they leave a awful fishy smell on my hands and coat my mouth with fish oil I will not be purchasing these againbr I have not tried these yet as Ive just recieved them and still have 2 days left of my previous prenatals  Upon opening then I was hit with this terrible fishy smell just awful and they made my hands smell just putting them into my pill sorter The only reason I stopped using my other prenatals is because Ive just had my baby and am only taking them because Im nursing so there is no need to spend 30 per month on prenatals I will update my review in a few days once I start them but I can tell already that I will be having some horrid smelly burps in my near future,B0002DUEXS,B07P8XK1ZP,d3c2d0ea,0,1
5,Got a replacement,Already has stopped working properly Very disappointed with this product,B00TYQ7IBK,B000UV06H6,2a086780,0,1
5,Not what they claim to be,The temperature is not remotely close to accurate,B00ZB2JORC,B00K8B6Y60,d310f312,0,1
5,Pleased with the product,I have taken this multivitamin since my double bypass surgery in September 2009 It was recommended by the local pharmacist Since I moved from PA to FL I can only find it online,B073WMPTDF,B00EJOODVK,48cd680b,0,1
3,Excellent Quality,This gives me the little boost I need in the morning and tastes quite good,B074V2WH3V,B07SYNTL34,158a455e,0,1
2,Fantastic  great value,I was very disappointed with the ingredient list  The VitaminE was way down the list with Water and Aloe Vera being the main ingredients  Product was not what I was looking for  I feel the product was not labeled correctly,B00YX7I062,B01AO42CZ2,7caf7e74,0,1
5,I got this for adhd,My husband has been taking these for a while They arent a cure but they do provide some relief from gut symptoms due to fungal overgrowth Our last order was nearly a total loss The gelcaps were stuck together in a giant clump He had to cut open the bottle and was able to peel off a few but the majority are unsalvageable Im not sure if this level of clumping can occur due to heat in transit or if it occurred in the warehouse Someone at Thorne should look into ways to prevent this problem or compensate customers for the loss,B07HLB1JXX,B07234HFF2,360c49c3,0,1
5,Health in one capsule,I began chemotherapy in September 2019  As expected I lost my hair I began biotin and keratin at that time another brand and found this brand while shopping on Amazon My hair began growing out very quickly following the end of my chemotherapy approximately six weeks and it is amazing what keratin does to enhance hair growth Biotin is wonderful for skin and nails and the combination makes all the difference I will continue to purchase this as my hair continues to rejuvenate and grow  It has no taste and is very easy to swallow,B015TOT0J8,B013TIF608,02b885f3,0,1
5,Improve shipping packaging,I love this stuff I take the recommended amount every morning  Half a cap full is what a determined I wouldnt take more than recommended although being a large guy we tend to think we need more of everything we ingest  I go away alot on weekends and tend to miss getting my doses and I can feel the difference when I miss out Not sure why anyone wouldnt take liquid multivitamins  Taste alright,B00VKLMKGK,B000WXWZ6C,c77619cc,0,1
1,very happy,Would not turn on Arrived with dead battery Immediately returned,B07G9Q3MTB,B01MT9ZLH1,1b24b05c,1,1
5,Awful taste,This is a great product that Im now unable to find in our local stores  The price is very high on Amazonwhich is too bad  Last year I was able to buy this locally for under 5,B01N9JXWO9,B01IDMD0FI,fc9c1750,0,1
5,Time will tell,I bought this for my nieces birthday  It was her absolute favorite gift  About six months later the display quit  She said she did nothing that would cause it to stop but she is an 8 year old  I contacted the company in hopes they would take care of it under warranty  They sent out a replacement in less than a week  I wish more companies stood behind their products this well,B006IB8L3I,B0791ZSSQ8,cccc0b5e,0,1
2,Not good if you have ibs C,The scales are just right  Easy to read and Im sure accurate,B07HFF5X74,B07KGGD365,1dae8953,0,1
5,This is my favorite ohso creamy vitamin E cream,Very yummy in my iced coffee,B01IAIQF4I,B00C3WB82C,a91a60ea,0,1
5,Winner,Piece of JUNK Does not even come close to actual weight  shuts itself off constantly Should have known when I saw where it was made Spend the few extra dollars  buy a decent one made somewhere other than where this was made,B07CS5SMVW,B0BXQSMLXV,e682f44f,1,1
5,YUCK Horrible flavor,Fast and accurate,B019WX355W,B076VV24FF,64984271,0,1
5,Broke within a month or so Waste of money,This is a great product  I got 2nd degree burns and they are now gone  Also works great on my face  Wrinkles are smoothing out  I love it,B00CQ7V1HQ,B01MZGR94C,9f7e8171,2,1
5,Great Product,Produced the sheen I was looking for,B07885JQMX,B0150ZAYOQ,189025b9,1,1
5,Three Stars,it is early in my usage but the product seems to give energy and is giving this old man some shinning hairId buy it again,B07STNWRSK,B07TLD4CT7,3d775cdd,0,1
5,Great wholefood vitamins,Overall a great product I can feel a difference in comparison to other products in the competition,B01LGB0X44,B01183FIM2,2e1ee92e,0,1
5,Easy to use for kids,Great Product Fast Shipping,B078SBDGGB,B078SBDGGB,5cf9a1c8,0,1
1,Great Scale for Great Price,Absolutely love the taste  The subscribe and save through Amazon is unwanted and keeps reappearing on my account but the product is absolutely amazing,B01A90FMHQ,B003XDI3NC,11268358,0,1
5,Five Stars,Great product,B078SBDGGB,B00XJU61E2,49b6f85d,0,1
5,I strongly recommend not taking these by themselveson an empty stomach because,Nothing Ive used it before,B001E0WJIG,B07HFF5X74,582202e1,0,1
5,Reliable and Accurate Weight Scale,Why would you ship a 13 Oz container of petroleum jelly with a 92020 expiration date  At this point I am going to check the expiration of all the items that I have recently ordered that have a customarily long shelf life,B01A90FMHQ,B00VWID4YS,bbe2cbb9,0,1
1,Not Sure Its Effective,This is an awesome product  Its ayurvedice in nature and a good way to get some good nutrients into your system and start your daybr You cant beat the price and has excellent taste Its highly nutritious and a good way to start your day I strongly recommend this product Here are some benefits of  consuming Chyawanprashbr br Rejuvenates all tissues in the bodybr br Increases overall strength and energybr br Improves muscle massbr br Builds ojas for healthy immune response and youthfulnessbr br Strengthens the heart and respiratory systemsbr br Tonifies the reproductive systembr br Kindles agni digestive firebr br Gently encourages eliminationbr br Suports optimal urinary healthbr br  If you enjoyed my review please vote this review as helpful and feel free to ask me any additional questions and Ill answer them to the best of my abilities Please click on my name to read my reviews on other healing supplements  that you may want to consider,B078SBDGGB,B07MZMDMRM,fea65e93,0,1
5,ACCURATE,Absolutely love these vitamins and have been taking them for about 6 months now,B06XPPLR7G,B017O9HJ26,fdd63427,0,1
2,Good Stuff Give It A Try A,Ive used these vitamins for several months with no adverse side effects nausea constipation etc that you sometimes get with other brands They contain methyl folate which was really my biggest reason for trying them Theyre a little expensive vs the brand I was buying before but Im happy with them and will continue to buy them,B07Q4QFMYL,B01BODTUNO,bdbe63ec,0,1
5,Great value item as described,Ive been taking Biotin for only two weeks now and I can already see a change in my metabolism and my hair growth,B000UV06H6,B019WX355W,649ffa69,0,1
1,djr rn,Let me start by stating that the product Jarrow Formulas Brown Rice Protein is fine and I would recommend it to anyone who is managing their diet needs effectivelybr That said what I would warn everyone interested in purchasing this product do NOT buy from SportingDoc unless you wish to pay double the price for what you can purchase the exact same product for half their asking price  ie Buyer Beware,B01M192UKA,B00B7FQNH6,a0bcf4ea,0,1
5,Do not  buy,Ammonium Chloride tablets  I take these to ease symptoms of Carpel tunnel Seems a mineral deficiency can emulate the same symptoms and this is a regular part of my daily supplement regime My Drnaturopath gave me a list of supplements to take and they have alleviated my symptoms for three years,B07BFQ81FT,B00VWID4YS,5c535a9a,0,1
5,Five Stars,Product arrived on time well packaged just as expected,B003EX82HS,B07L9FSQ2H,a6b18fa7,0,1
5,Stay away,Simple easy scale No bells or whistles Best price for what it does,B00DOPHB8W,B000Z8PQ9C,883e8dd2,0,1
5,Trigger fingerarthritis,Great for the price Did not like staying connected to my phone though But my daughter loves it,B00XF7XF1G,B002WJHCBM,6b181ae3,0,1
5,No fillers,Love this oil I add an essentials oil to the Bottle then I spread it on my body  I have ordered this several times and will continue because for my skin it is less expensive then a high market after bath lotion,B00ZB2JORC,B07SYNTL34,5c825158,0,1
5,Great product It has a touch of Lemmon scent,A little sand in capsules The capsules were opened and put into tea water Steeped for a while Sand found in bottom of cup,B07J1WGQPP,B09KWWZN1L,30546ef9,0,1
5,Kind of loud but works fine,It was awful had to send it back,B07RMX8QCR,B00454A1HE,9d017a37,4,1
5,Broke fast,I made the mistake of not reading what flavor this product was It isnt that appetizing,B01IHLB6OW,B01COW00O2,a9dec379,0,1
5,Miracle cream,I wont say it is accurate I stand 4 times in a row at the same place and it shows me 4 different numbers Will send it back with great pleasure but unfortunately I have trushed the original box,B017DT4HM2,B001E0WJIG,1c658fd0,0,1
5,Good for You,Bought these mostly because I wanted something other than the bedside alarm clock waking me up in the morning Sometimes I would wake up before that bedside alarm clock and instead it would wake up my wife if i did not disable the alarm clock before i left the room After having it wake up my wife too many times I switched to this I have three alarms set in 15 min intervals and they just quivers on my wrist gently waking me up  Problem solvedbr br Update 1182021  Still going strong great thing is it also comes with an extra band The first band i was using broke off recently possibly just worn out from wearing it 24x7 Put the replacement band on good as new,B00JXYLQP2,B01L7PX6NY,cef909f4,0,1
5,Bad bottle Allergic reaction,I can not hush about this product enough My little guy was too skinny and the doctor urged us to help him gain weight I was weary of giving him the all too common breakfast shake theres just too much sugar in there This powder has literally changed our lives We make it in a smoothie with kids chocolate nutrition powder and whole milk Not one complaint of a weird flavor and hes getting healthy fats not a load of sugar to make it taste better,B079QKKF3J,B07VNKHMCK,58d4cdff,0,1
5,Convenient way to get D3,Nice looking accurate easy to use just step on it no buttons to push first,B075ZC54N9,B08DQCQXFL,0838b2f7,0,1
2,Five Stars,Certainly there is an increase in focus and energy,B003EX61BC,B07R48DCBQ,469f8152,0,1
5,So good for the price  has lasted,Very hard to find in the stores near my home Delighted to be able to order this on line Excellent source of vitamin c  I always use this on the golf course and when Im outside in hot weather,B001GDCK1C,B07DP8ZRY6,fbd98935,0,1
5,Nice scale that is not to pricey,Didnt see major difference enough to convince me to buy again,B01A90FMHQ,B000UV06H6,8d9d0171,0,1
5,I got this for adhd,I felt the effects of this product the same day that I started taking it  Mainly my stomach doesnt feel uneasy for most of the day like it used to  Based on my symptoms Im fairly certain I have Candidarelated health issues and after feeling the immediate improvement from this product I have stronger evidence to confirm my suspicionbr br Other benefits of this product are that my skin feels better  It seems more elastic and moisturized  This is an awesome unexpected benefit considering I was having psoriasislike patches on my eyebrows elbows and knees probably due to leaky gut not fun  I took this product last year along with a cleansingexperimental diet consisting mainly of greens and veggies and I remember feeling better than ever  Ive isolated the foods that affect me to dairynot cheese so much as liquid milk sugar and gluten  Again these are the foods that would negatively affect a person with candidiasis  My current experiment is to see how much this product works while maintaining a 34regular34 diet  Granted Im eating a lot less of these types of foods but I have to say that this product allows me to eat this stuff in moderation and not feel like crap  Probably the singlemost helpful supplement Ive taken right up there with Saccharomyces Boulardii,B07RG81BXB,B06ZYSKQHG,a1eddc13,0,1
5,Using it for my German Shepherd dog feeling much better and is immune system seems much stronger,AAA,B00I2LK37O,B00EJXXG96,5841eba8,0,1
5,Very affordable and usefull,I have been through 4 or 5 other probiotics before and none of them have worked for me Turns out that most of the other brands mix in some kind of filler or binder in their formulas perhaps trying to save production costsbr My main problem was that I could not take any of these other brands I have tried for a longer period of timebr br After trying Kaya I must say that I really appreciated that they do not include any unnecessary stuff in their formulas plus everything is organic I started taking them a few weeks ago and had absolutely no problems so far  while my digestive function started improving noticeably,B07RS4CST7,B010RS2YNA,010ff6cc,0,1
4,Awesome,Very decent and really reliable product I got the black and the brown colors the black bond looks same like the original one,B01IHLB6OW,B07234HFF2,0c58c267,0,1
5,Does Not Provide Accurate Temperature,Great buy at a great price,B00TYQ7IBK,B01N02B6SD,0838b2f7,0,1
2,Like it a lot,Its seems to be helping my 9 years old son,B01M192UKA,B000FGXMWC,65537293,0,1
5,Five Stars,The taste is something that you need to get a custom to,B078RPQHGR,B00B7FQNH6,a6037363,1,1
5,D3 Cream,Easy to use Need CoQ10 for my heart health Great Product,B00HUWPH2W,B077VWTHLX,af6220e9,1,1
5,Partly my fault because I didnt notice in the picture,Tasty and doesnt upset my stomach like regular whey A little on the sweet side,B07CBQTSDF,B00NB8AJ8Q,2b09db7f,0,1
5,but i took it like i was supposed to,It arrived on time and works perfectly,B00Q71ERRS,B07VHGX6C7,6c8f6c41,0,1
1,Five Stars,The taste was meh at first but grew to like it,B00TYQ7IBK,B000UV06H6,523e9bb9,0,1
5,It appears that these B12 supplements are doing their job,I do like them a lot  I have used many of the pretty colors  I would like to comment on how well made they are  This was an excellent purchase,B07115FK2T,B01K06SSYI,ea06b1bc,0,1
4,Dont waste your money,Very pleased with my purchase,B07MZMDMRM,B07MZMDMRM,a6f9c36e,0,1
5,Wonderful product and works so good,loved it,B07RMX8QCR,B00XJU61E2,92971db9,7,1
5,good stuff,Like this product Goes on smoothly,B003XDI3NC,B07KGGD365,d274898c,2,1
5,Wont wake up the whole house,My father is ill and has poor nutritional intake I purchased these liquid vitamins to boost his nutritional intake and energy We are pleased with the outcome at this point Thank you Jennifer,B000UV06H6,B014V78WHA,0552713f,0,1
1,great product could use container tweaks,Been please with the purchase,B00C3WB82C,B007I6MWLE,2e28a5d5,19,1
5,just soso,Impressed with the size of the bag and the leaves look dry fresh green not pale green that means that they are not old cut leaves which is good more fresh the better a soonest my package arrived i made a te and taste really good Definitely will buy again,B06XCJ866S,B0761TFHV9,b1f8bed3,1,1
5,Mens vitamin,Very pleased with this product,B001G7R018,B00RU8MEUO,a4eeaa32,0,1
5,Great Alternative to Fish Oil,I ordered twice the first order one of the bottles were opened so I asked for a replacement and the second order arrived and one of those bottles were opened wont order again I dont want to order twice to get 2 unopened bottles of vitamins,B07GQ37KGK,B07R7WK1QY,d90a865b,7,1
5,Pleasant,My scale arrived as promised Very nicebr Pleased,B01N9JXWO9,B00Q71ERRS,bafc2a86,0,1
5,next time I would like to buy Magnesium with some kind of taste however,I have a huge problem with concentration  focus and came across Listol and am impresses with the effects Once I take a tablet I can feel it begin to work and am able to keep at task until I am finished Will definitely continue purchasing,B003PRICN2,B0BRPRHXXC,785b5b7b,0,1
5,Didnt work for my charge 2,I purchased this item at a deep discount during a promotional period these are my honest opinions This is a phenomenal scale it is very high quality and I am very impressed by it The instructions clearly told me to install the batteries that came with the scale and once the batteries were in I was able to begin using the scale immediately I was able to choose either lbs kgs or stones It can be cleaned easily with glass cleaner and the led display is nice and big in case you have eyesight issues,B07KML9JDP,B07KML9JDP,0cc4eff0,0,1
5,Taste similar to chewable vitamin c,I did not like it it was bitter,B01M8HNDGK,B01IHCQS3U,15450e58,0,1
1,Does Not Provide Accurate Temperature,This Omega3 smoothie is amazing Our doctor recommended some omega3 supplements for our 3 boys and she suggested this product Our kids were hesitant at first but LOVED the flavor They now ask for their smoothie every morning Its a little pricey but definitely a high quality product,B07CS6PJ3V,B00ED3XEIA,386efff5,0,1
2,Mostly my fault,this was supposed to fit my Fitbit but didnt Save your money,B07RMX8QCR,B01M8HNDGK,47e9bde1,0,1
5,Dont waste your money,This is a great product that Im now unable to find in our local stores  The price is very high on Amazonwhich is too bad  Last year I was able to buy this locally for under 5,B0058AA42G,B071CHDQ7J,4cd05867,0,1
5,Works perfect,these are just caffine pills with some vitamin b I did not notice any effects after taking them for a full month,B07RQBH9YD,B01BM0X8FK,822edfb0,0,1
5,Dont waste your money,The only real complaint I have is that you cant have more than one on the same devices There should be accounts,B002VLZ8C6,B0BXQSMLXV,9d7aa835,0,1
5,Stopped working,I purchased three of these watches last year for my daughters 10 10 and 7 for Christmas  They have loved them and wear them everyday  We dont use the sleep monitor function but they needed a watch and love tracking their steps  A couple weeks ago the tab on the watch that attaches it to the band broke on one of the watches  Although it had been almost 11 months since I bought the watch the company promptly responded to my email and a replacement watch had been delivered to us within 23 days  I am pleasantly surprised by the excellent customer service and overall have been happy with the value of these watches,B01N9JXWO9,B075V82RGZ,70d58bcb,0,1
5,it does not change the flavor at all like my other mag product did,Not reliableI tried it as soon as I received it probably 15 times consecutively in the course of a few minutes set in the exact same place under my tongue it gave a different temperature each time 970978 and was a full degree below normal 986 which another thermometer read Then I tested it along with another thermometer in a glass of warm water and it was consistently a degree lower  In addition it is very hard to turn on and off I cannot do it with my left hand and does not have beep as described  I tried to initiate a normal Amazon Prime return online but the screen says 34return not allowed34 However Amazon was wonderful when I contacted them and gave me a refund My advice to others is to not purchase this itembr br As a side note the company appears to be responding to other complaints After my order was placed I received several emails including unnecessary detailed instructions on how to use it even before the thermometer arrived However good instructions cannot make up for a bad product,B002WBEDQC,B07KML9JDP,dc7e376a,0,1
3,Wonderful product and works so good,As your doctor if it is safe to consume I mixed less than a teaspoon in my water bottle and I was throwing up for hours Everyone is different but my experience was terrible I thought I was gonna die,B07J1WGQPP,B0721QY2HL,4863ae94,0,1
5,Eye Help for Dry Eyes,Perfect for cakes,B00O96VOJ2,B07234HFF2,11feb458,0,1
1,Five Stars,Tablets a little too large for my liking,B07RG81BXB,B0721QY2HL,1d91d08c,0,1
3,dont buy,I like to switch band colors frequently on my Fitbit charge 3 and these work great I clean mine especially the lighter colors with isopropyl alcohol and it works pretty well,B00B7FQNH6,B07SYNTL34,14d0a21e,0,1
5,i am 76 ihope it helps keep strong no health,Great product,B078P4V2CD,B004ZVB03Q,765eef0f,0,1
5,Sleek Accurate and batteries included,I switched to this prenatal after another one made me very nauseous I have been taking these for a week or so and so far I am very happy with this vitamin system My main concern is getting enough folate the active form not folic acid I also really appreciate the clean ingredient list Another plus is that I can take this all at once  my other prenatal was multiple times per day The nongummy pill is a little bigger than I expected but not a giant horse pill I had never taken gummy vitamins before so Im not sure if they are all like this but it is not like eating a gummy bear it is not as chewy The flavor is good but there is an aftertaste for me  not a problem but I dont look forward to eating this like its candy Overall I am very happy with this product,B017XXBWFS,B00M8RMP1A,10d33b91,0,1
1,Great price for digital thermometer,Great supplement wont be without,B07SWJ3QJQ,B07P5QJD27,6b7bc50e,0,1
5,What can I say about Phytoplankton,This tastes fine when mixed with the correct amount of water It tastes terrible if you dont have enough It makes me feel good after drinking Im more alert and less tired feeling,B07G9Q3MTB,B06XWV3F3F,cdd25a27,8,1
5,Five Stars,Doctor says I should take vitamin D  This is vitamin D,B008SAVE7W,B06XGYL1QQ,f2a7507c,0,1
5,Ok so this product is The BOMB,I faithfully used the whole bottle  did not feel any difference whatsoever,B06XWZTWZH,B07SYNTL34,fd5be21c,0,1
5,Arrived unsealed and leaking through the box,Used one box for thicker hair didnt see crazy difference but looked more shiny,B07SYNTL34,B07PNRF9DB,c3f2394e,0,1
5,Five Stars,I am very happy to receive the goods My daughter will soon gain weight and increase her food every day because her weight is not up to the standard This product is very good and can monitor the daily indicators so I like it very much,B06XHCS137,B01IHCQS3U,af3fbe43,0,1
1,Great Results,These fit my Littman perfectly Easy to apply Ear buds are soft and bendable So far I have had no problems with these,B07MKGM64W,B01IHCQS3U,fba52b76,0,1
1,Corydalis is a miracle,Great supplement for my hair,B07J1WGQPP,B00B7FQNH6,39926ab1,0,1
1,So far this product seems to be good I go in for my bone density test,Am using this chestnut flour to make paleo bread  using arrowroot flaxseed meal the chestnut flour and eggs  It tastes great,B07BFQ81FT,B078SBDGGB,cc7b7d2b,0,1
5,as expected,Its a decent kid watch Good quality especially for the price,B004RHESS2,B019WX355W,cfa92ea3,0,1
5,The Maca Team Red Maca has helped to balance my hormones,So glad I got this extra thermometer its a sleek design and I was glad to have it in our camping first aid kit It is easy to read and is accurate with a quick reading,B01IAILGII,B007W6A4RY,faf7dee1,0,1
4,This is a GREAT product here and certainly recommend it to anyone who,OkayI have ben searching for the ammonium chlorie  outside of the product I usually buy from my biochemistand here it isI like the durability of the tablet and the singularity of the ingredientI find this works good as an addition to my allergy control regime and my personal nitrogen loading routinethanks,B0015QV2WI,B004RHESS2,2ce67280,0,1
5,Hair dryness,Piece of JUNK Does not even come close to actual weight  shuts itself off constantly Should have known when I saw where it was made Spend the few extra dollars  buy a decent one made somewhere other than where this was made,B07HLB1JXX,B06ZYSKQHG,8562b3b5,0,1
5,Died,The beeping sound is too low and hard to hear as opposed to similar thermometer brands I will not buy this brand again because of that I bought two of these units and both had the same problem,B01N9JXWO9,B01AE8PGTM,56c0bcbd,0,1
5,They always work for me,Used as a carrier oil for roller balls It is amazing how it feels so silky massages into the skin so well doesnt overpower the scent of the oils and is natural Its all the benefits of working with coconut oil just without the mess Will buy again,B01D84ZC7A,B01IDMD0FI,8b84362f,0,1
1,Love the Frunutta brand,I thought that my protein powder had a funny taste until I added this magnesium powder to some plain oatmilk The fishy taste was awful I threw away the bag,B002VLZ8C6,B0BRPRHXXC,0686974e,0,1
4,Best tasting source of Omega 3,The flavor of this is seriously disgusting Yuck False labeling no where near delicious,B00XJU61E2,B01MZGR94C,903a958a,1,1
5,Super product,Once again the cost for one pouch of this glucose is criminal,B00028OOZC,B07SYNTL34,bb974ea2,0,1
1,Better than the Fitbit,Worked well and fast and the seller was very professional with instructions and checking up on the order Still using the product and the case it comes in is also very nice,B01M8HNDGK,B00ZB2JORC,7ed22a4c,1,1
1,Delicious way to get Omega3,Im so happy that I found these on Amazon I used to buy the Olbas mini lozenges in Germany on my frequent trips but since Covid I havent been able to travel overseas They help me with my laryngitis and when I get a cold and work better then any of the lozenges I can buy here in the states Great tasting too,B01M111LZ2,B07JNL2HDG,c427f38c,0,1
5,I got this for adhd,I read an article that said adding Flax Oil to smoothies would make them creamier  When I looked here on Amazon for Flax Oil not in capsule form I found this companys product Yum yum yummy and YES It does indeed make my morning ontheroad strawberry protein smoothies not only creamier without added dairy products or calories but gives me the benefit of the flax oil and a more deliciously intense taste I will definitely continue to buy this product and high recommend you do too,B07F7JXLLC,B076VV24FF,d68f4f1e,3,1
5,Crap dont buy,Very fresh with a good 2 plus years exp date  arrived quick  Price was extremely good,B003PRICN2,B06ZYSKQHG,88b1529d,0,1
5,Good scale but get on and off for true reading,I was having problems going to the bathroom now I am a regular twice a day Great product,B07J1WGQPP,B00XJU61E2,14fa7c4f,0,1
1,Great cuff,I love this product  With the recommended dosage you will get at least 8 hrs of good clean energy without the jitters of caffeine or the taste of alcohol because this product has neither  I highly recommend this effective formula,B017DT4HM2,B07MZMDMRM,5e161e9a,1,1
5,The best hair vitamins thus far,gross taste,B018WN1SLQ,B079M37CZP,cb77002d,1,1
5,Amazing taste,The taste and consistency was good as long as you shake it a couple times  Comparing this berry flavor to the one with orange flavor the Omega breakdown of the orange has some different things DHA etc  I dont know if it matters for complete health or not  Those are the only two flavors Ive tried  I definitely like the lower price of the berry flavor  Barleans has a great reputation,B000JWK4DM,B078RPQHGR,7fa539dc,5,1
5,Great product for the,Did an accurate job however would not recommend  because it stopped working after a few days,B08QVXG5XW,B006YHJVCG,d0a292e5,0,1
5,USELESS,Very satisfied as usual with all my last orders recd them very fast alsobr Chas,B07M9NMSNN,B00ZB2JORC,77af877f,0,1
5,Pleasant,Works but keeps you up at night either youre wide awake or have crazy dreams while taking this So take in the morning I heard this breaks down cysts etc however i bought it for digestion,B007WGRD46,B07GQ2YS9B,27e7a3c1,0,1
5,it is like a veil was remove from your brain,Wowbr I bought this product because of all the good reviews I am so glad I did I have a job where I must be active on a huge sales floor and in the fashion industry where I need to be conscious of my appearance This stuff gives me such an immediate blast that makes me turn on the jets Im certain it has made me loose weight I recommend this great 34on the go34 item for anyone who needs an energy boost and a mood elevator,B00VWID4YS,B01IDMD0FI,b551db1b,0,1
5,It is good for the price,Use it to prevent gout flareups so far so good,B0009VO8EO,B01BFTE7FS,09c98d05,0,1
5,Worked great til it broke,I dont notice any scent with this oil Mixes well with other oils I get the same moisturizer and effects as more expensive brands Ive tried,B071WR4VGQ,B01N2B8SQ1,bd739dea,0,1
5,Works if used correctly and its limitations are understood,Love this stuff Tastes great and is super good for you,B00XA9ZJVI,B01N641PGF,68d8f889,0,1
5,Takes time,Great product,B00K8B6Y60,B00XJU61E2,9cca36ee,3,1
4,Glass scale,A great addition and must have for any Candida protocol,B078RPQHGR,B00B7FQNH6,f2445748,0,1
5,Did not work for me,Great tasting multi vitamin and it covers all the essentials plus some I have stopped buying vitamin packs because they made me nauseous this product does not  Will buy again,B00X4UDH3K,B00GU2HKS2,a9c14744,3,1
5,Love this product,SIMPLE scale easy to use and so far has been accurate Takes 2 batteries,B07SYNTL34,B07SYNTL34,4fd2904c,0,1
4,Cured my arthritis,Works great,B007W6A4RY,B06XXW2FKQ,3c6ff38d,0,1
5,Tastes good and is good for you,Beautiful great for skin,B07M5X9BWL,B07RMX8QCR,92971db9,0,1
5,Love this scale,oh yeah,B07C64S62M,B01DE9O2WU,3e6374d2,0,1
5,Ineffective,Good I like chewable vitamins and these taste good,B00CEWXRGQ,B01DAKXTJA,0f4fe875,0,1
4,Provides energy,Gave me my life backbr I didnt know what was wrong with meI would get so stiff after doing any kind of work or walkingI could not keep up with others if we went sightseeing or shopping I would have to sit and rest My body had this stiffness like rigamortis was setting in very hard to explainBut now I can go all day I no longer use a cane to walk a block I dont use a cane at all I have an Airbnb and It used to take me 3 hours to clean the room I would need to rest and move very slow Now I get it done in one hour like a normal person I am going to Europe this fall Germany Italy and France with my family and I was so worried that I would hold everyone back Not anymore Bring it on I am so happy I also notice other things like my skin is not so dry and cracked and I have lost 20 pounds Maybe because I am more active I feel great Miraculous I started with 1 in the morning and 1 in the evening I worked up to 2 in AM and 2 in PM and that works great for me,B00XA9ZJVI,B01HSDN3MS,780b1147,0,1
5,Works as promised,DONT BUY THIS It did not work It worked the first day and now the next day its already brokenbr Brand new barriers flat floor now I have to return it Dont buy this,B07P5QJD27,B01A90FMHQ,03e41d87,0,1
5,Three Stars,Great product Enjoy this than taking fish oil pills Goes down smooth I keep in the fridge Excellent taste No after taste of fish Highly recommend,B01N6FI359,B000FH14CG,c626bb87,0,1
5,Excellen Product,No accuracy,B07HLB1JXX,B0030GZWHW,abfb02d2,1,1
5,Life saver,Best thing Ive going for heelc cracks on my horses Also softens MY hands when I put it on them Good price,B00ZB2JORC,B09KWWZN1L,0013a04e,0,1
2,Great value Great Product,This scale is allover the scaleso to speak  Gives a different reading every time you step on  Even if you do it hourly it will fluctuate 34  Weighed myself before and after going to the Dr  At the doctors office I weighed 3 more than at home  Lousy scale waste of   DO NOT BUY,B075ZC54N9,B07BKTVHQD,27d5be55,0,1
3,Good quality effective product,My husband is allergic to many shampoos and gels detergentsand so on He uses this as a hair gel and it works great and does not give him hives or any discomfort All of the Fruit of the Earth products are great Thanks,B00454A1HE,B07MNM99HG,51bc9de0,0,1
5,I am pleased with the product,The suggested dose is 100mcg but this has worked well for mebr I swing shift every week night to day and this makes all thebr difference  Im a person who wakes up after 4 hours so Illbr often take another if needed Else Ill just lay there for 2br hours not sleeping  It just takes the edge off your thoughtsbr and letss me push them back into sleep mode  Absolutely nobr side effects  Larger doses made for vivid dreamsbr br Update  I have switched to liquid form when I ran out ofbr these The liquid directions are 4 eye droppers for 1 mgbr So I use about 12 dropper of liquid or 125 microgramsbr It works well and very fast  Like about 5 minutes my eyesbr start to droop The very dramatic effect fades after a weekbr but who cares At this low a dose you can take another dosebr 4 times a night if needed,B07HLB1JXX,B00454A1HE,cf9b1de9,0,1
5,Excellent product great price,Its a great productseeing good results for weak nails and hair loss,B01M8HNDGK,B00VWID4YS,aa77e07e,0,1
2,Five Stars,I love this product I use it on my face instead of a moisturizer every day after showering at least in Fall thru Spring in Summer I use aloe without Vitamin E because the E oil can be slightly too oily in hot weather This gel also works incredibly well for healing sunburns Highly recommended,B00GI3S622,B00L2NX8YE,82ce56b4,0,1
5,The tabs that attach to the fitbit are week and will easily break it you tug on it,I purchase this for my kids and i switch up the flavors every so often Have bought this before and would recommend  it to others,B00B7FQNH6,B0BRPRHXXC,f1634e38,0,1
5,Price is Right on Amazon,I want to recommend you this product because of accuracy and modern designbr Especially the display is clear than the other productbr but you have to prepare AAA battery to use it Its not included,B01M8HNDGK,B006FQC6P0,30347eb4,0,1
